catalog_id,name,aliases,kinds,confidence,gnu_libiconv_1_19,gnu_canonical,iconvex,sources,source_ids,source_urls,statuses,descriptions,record_count,implementation_disposition
ENC-0992,"ISCII,version=5",iscii-tml | windows-57004 | x-iscii-ta,icu_converter,high,no,,yes,icu,"icu:ISCII,version=5",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0993,"ISCII,version=6",iscii-tlg | windows-57005 | x-iscii-te,icu_converter,high,no,,yes,icu,"icu:ISCII,version=6",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0994,"ISCII,version=7",iscii-knd | windows-57008 | x-iscii-ka,icu_converter,high,no,,yes,icu,"icu:ISCII,version=7",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0995,"ISCII,version=8",iscii-mlm | windows-57009 | x-iscii-ma,icu_converter,high,no,,yes,icu,"icu:ISCII,version=8",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0996,ISIRI-3342,ISIRI3342,glibc_gconv_codec,high,no,,yes,glibc,glibc:ISIRI-3342,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-0997,ISO 10585,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 17136645,https://en.wikipedia.org/wiki/ISO_10585,,,1,research_candidate
ENC-0998,ISO 5426,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 54385770,https://en.wikipedia.org/wiki/ISO_5426,,,1,implemented
ENC-0999,ISO 6438,,wikidata_characterencoding | wikipedia_character_set_page,medium,no,,yes,wikidata | wikipedia,wikidata:Q1015387 | wikipedia:pageid 8604469,https://www.wikidata.org/wiki/Q1015387 | https://en.wikipedia.org/wiki/ISO_6438,,ISO standard,2,implemented
ENC-1000,ISO 646,,historical_information_system_encoding,medium,no,,no,wikipedia_historical,wikipedia_historical:ISO 646,https://en.wikipedia.org/wiki/List_of_information_system_character_sets,historical_inventory,Introduced 1967 (ISO/R646-1967)[3]; width 7 bits; ASCII localization,1,encoding_family
ENC-1001,"ISO 646, British Version BSI 4730",ISO-IR-4,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-4,https://itscj.ipsj.or.jp/ir/004.pdf,registered_historical,"ISO 646, British Version BSI 4730",1,implemented
ENC-1002,"ISO 646, French Version NF Z 62010-1982",ISO-IR-69,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-69,https://itscj.ipsj.or.jp/ir/069.pdf,registered_historical,"ISO 646, French Version NF Z 62010-1982",1,implemented
ENC-1003,"ISO 646, French Version, NF Z 62010-1973 (Withdrawn in April 1985)",ISO-IR-25,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-25,https://itscj.ipsj.or.jp/ir/025.pdf,registered_historical,"ISO 646, French Version, NF Z 62010-1973 (Withdrawn in April 1985)",1,implemented
ENC-1004,"ISO 646, German Version DIN 66083",ISO-IR-21,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-21,https://itscj.ipsj.or.jp/ir/021.pdf,registered_historical,"ISO 646, German Version DIN 66083",1,implemented
ENC-1005,"ISO 646, Hungarian Version Hungarian standard 7795/3",ISO-IR-86,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-86,https://itscj.ipsj.or.jp/ir/086.pdf,registered_historical,"ISO 646, Hungarian Version Hungarian standard 7795/3",1,implemented
ENC-1006,"ISO 646, Norwegian Version NS 4551",ISO-IR-60,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-60,https://itscj.ipsj.or.jp/ir/060.pdf,registered_historical,"ISO 646, Norwegian Version NS 4551",1,implemented
ENC-1007,"ISO 646, Swedish Version for Names, (SEN 850200 Ann. C)",ISO-IR-11,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-11,https://itscj.ipsj.or.jp/ir/011.pdf,registered_historical,"ISO 646, Swedish Version for Names, (SEN 850200 Ann. C)",1,implemented
ENC-1008,"ISO 646, Swedish Version SEN 850200 (Ann. B)",ISO-IR-10,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-10,https://itscj.ipsj.or.jp/ir/010.pdf,registered_historical,"ISO 646, Swedish Version SEN 850200 (Ann. B)",1,implemented
ENC-1009,"ISO 646, Version for Italian, ECMA (Olivetti)",ISO-IR-15,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-15,https://itscj.ipsj.or.jp/ir/015.pdf,registered_historical,"ISO 646, Version for Italian, ECMA (Olivetti)",1,implemented
ENC-1010,"ISO 646, Version for Portuguese, ECMA (IBM)",ISO-IR-84,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-84,https://itscj.ipsj.or.jp/ir/084.pdf,registered_historical,"ISO 646, Version for Portuguese, ECMA (IBM)",1,implemented
ENC-1011,"ISO 646, Version for Portuguese, ECMA (Olivetti)",ISO-IR-16,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-16,https://itscj.ipsj.or.jp/ir/016.pdf,registered_historical,"ISO 646, Version for Portuguese, ECMA (Olivetti)",1,implemented
ENC-1012,"ISO 646, Version for Spanish, ECMA (Olivetti)",ISO-IR-17,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-17,https://itscj.ipsj.or.jp/ir/017.pdf,registered_historical,"ISO 646, Version for Spanish, ECMA (Olivetti)",1,implemented
ENC-1013,"ISO 646, Version for the Spanish languages, ECMA (IBM)",ISO-IR-85,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-85,https://itscj.ipsj.or.jp/ir/085.pdf,registered_historical,"ISO 646, Version for the Spanish languages, ECMA (IBM)",1,implemented
ENC-1014,ISO IR-68,ISO-IR-68,wikidata_aplcodepage | wikipedia_character_set_page,medium,no,,yes,wikidata | wikipedia,wikidata:Q30688881 | wikipedia:pageid 54332654,https://www.wikidata.org/wiki/Q30688881 | https://en.wikipedia.org/wiki/ISO-IR-68,,7-bit heavily modified ASCII used to write the APL programming language.,2,implemented
ENC-1015,ISO-10646-J-1,csUnicodeJapanese,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 1004,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"ISO 10646 Japanese, see [RFC1815].",1,implemented
ENC-1018,ISO-10646-UCS-Basic,csUnicodeASCII,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 1002,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"ASCII subset of Unicode. Basic Latin = collection 1 See ISO 10646, Appendix A",1,implemented
ENC-1019,ISO-10646-Unicode-Latin1,csUnicodeLatin1 | ISO-10646,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 1003,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"ISO Latin-1 subset of Unicode. Basic Latin and Latin-1 Supplement = collections 1 and 2. See ISO 10646, Appendix A. See [RFC1815].",1,implemented
ENC-1020,ISO-10646-UTF-1,csISO10646UTF1,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 27,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"Universal Transfer Format (1), this is the multibyte encoding, that subsets ASCII-7. It does not have byte ordering issues.",1,implemented
ENC-1021,ISO-11548-1,csISO115481 | ISO/TR_11548-1/ | ISO11548-1 | ISO_11548-1 | ISO_TR_11548-1,glibc_gconv_codec | iana_registered_charset,high,no,,yes,iana | glibc,iana:MIBenum 118 | glibc:ISO_11548-1,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,See [https://www.iana.org/assignments/charset-reg/ISO-11548-1] [Samuel_Thibault],2,implemented
ENC-1031,ISO-8859-1-Windows-3.0-Latin-1,csWindows30Latin1,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 2000,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,Extended ISO 8859-1 Latin-1 for Windows 3.0. PCL Symbol Set id: 9U,1,implemented
ENC-1032,ISO-8859-1-Windows-3.1-Latin-1,csWindows31Latin1,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 2001,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,Extended ISO 8859-1 Latin-1 for Windows 3.1. PCL Symbol Set id: 19U,1,implemented
ENC-1040,ISO-8859-2-Windows-Latin-2,csWindows31Latin2,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 2002,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,Extended ISO 8859-2. Latin-2 for Windows 3.1. PCL Symbol Set id: 9E,1,implemented
ENC-1045,ISO-8859-6-E,csISO88596E | ISO_8859-6-E,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 81,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,[RFC1556],1,implemented
ENC-1046,ISO-8859-6-I,csISO88596I | ISO_8859-6-I,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 82,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,[RFC1556],1,implemented
ENC-1049,ISO-8859-8-E,csISO88598E | ISO_8859-8-E,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 84,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,[RFC1556],1,implemented
ENC-1050,ISO-8859-8-I,CP38598 | csISO88598I | ISO_8859-8-I | logical | windows-38598,iana_registered_charset | microsoft_code_page | web_encoding | wikipedia_character_set_page,high,no,,yes,iana | whatwg | microsoft | wikipedia,iana:MIBenum 85 | whatwg:Legacy single-byte encodings | microsoft:CP 38598 | wikipedia:pageid 2763121,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://encoding.spec.whatwg.org/ | https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers | https://en.wikipedia.org/wiki/ISO-8859-8-I,,[RFC1556] | ISO 8859-8 Hebrew; Hebrew (ISO-Logical),4,implemented
ENC-1052,ISO-8859-9-Windows-Latin-5,csWindows31Latin5,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 2003,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,Extended ISO 8859-9. Latin-5 for Windows 3.1 PCL Symbol Set id: 5T,1,implemented
ENC-1053,ISO-8859-9E,ISO8859-9E | ISO88599E | ISO_8859-9E,glibc_gconv_codec,high,no,,yes,glibc,glibc:ISO-8859-9E,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-1054,ISO-IR-111,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 56434581,https://en.wikipedia.org/wiki/ISO-IR-111,,,1,implemented
ENC-1055,ISO-IR-153,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 54493559,https://en.wikipedia.org/wiki/ISO-IR-153,,,1,implemented
ENC-1057,ISO-IR-169,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 60022560,https://en.wikipedia.org/wiki/ISO-IR-169,,,1,implemented
ENC-1058,ISO-IR-182,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 56924101,https://en.wikipedia.org/wiki/ISO-IR-182,,,1,implemented
ENC-1059,ISO-IR-197,,glibc_gconv_codec | wikipedia_character_set_page,high,no,,yes,glibc | wikipedia,glibc:ISO-IR-197 | wikipedia:pageid 56924413,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://en.wikipedia.org/wiki/ISO-IR-197,glibc_current_source,,2,implemented
ENC-1060,ISO-IR-209,,glibc_gconv_codec,high,no,,yes,glibc,glibc:ISO-IR-209,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-1061,iso-ir-90,csISO90,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 66 | rfc1345:iso-ir-90,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-1062,ISO-Unicode-IBM-1261,csUnicodeIBM1261,iana_registered_charset,high,no,,no,iana,iana:MIBenum 1005,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"IBM Latin-2, -3, -5, Extended Presentation Set, GCSGID: 1261",1,repertoire_profile
ENC-1063,ISO-Unicode-IBM-1264,csUnicodeIBM1264,iana_registered_charset,high,no,,no,iana,iana:MIBenum 1008,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"IBM Arabic Presentation Set, GCSGID: 1264",1,repertoire_profile
ENC-1064,ISO-Unicode-IBM-1265,csUnicodeIBM1265,iana_registered_charset,high,no,,no,iana,iana:MIBenum 1009,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"IBM Hebrew Presentation Set, GCSGID: 1265",1,repertoire_profile
ENC-1065,ISO-Unicode-IBM-1268,csUnicodeIBM1268,iana_registered_charset,high,no,,no,iana,iana:MIBenum 1006,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"IBM Latin-4 Extended Presentation Set, GCSGID: 1268",1,repertoire_profile
ENC-1066,ISO-Unicode-IBM-1276,csUnicodeIBM1276,iana_registered_charset,high,no,,no,iana,iana:MIBenum 1007,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"IBM Cyrillic Greek Extended Presentation Set, GCSGID: 1276",1,repertoire_profile
ENC-1067,ISO/IEC 10367,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 54362040,https://en.wikipedia.org/wiki/ISO/IEC_10367,,,1,research_candidate
ENC-1068,ISO/IEC 10646 (Unicode),,historical_information_system_encoding,medium,no,,no,wikipedia_historical,wikipedia_historical:ISO/IEC 10646 (Unicode),https://en.wikipedia.org/wiki/List_of_information_system_character_sets,historical_inventory,"Introduced 1991; width 21 bits usable, packed into 8/16/32-bit code units; Unified encoding for most of the world's writing systems. As first introduced in 1991 had 16 bits; extension to 21 bits came later.",1,encoding_family
ENC-1069,"ISO/IEC 10646:1993, UCS-2, Level 1",ISO-IR-162,iso_ir_coding_system,high,no,,yes,iso_ir,iso_ir:ISO-IR-162,https://itscj.ipsj.or.jp/ir/162.pdf,registered_historical,"ISO/IEC 10646:1993, UCS-2, Level 1",1,implemented
ENC-1070,"ISO/IEC 10646:1993, UCS-2, Level 2",ISO-IR-174,iso_ir_coding_system,high,no,,yes,iso_ir,iso_ir:ISO-IR-174,https://itscj.ipsj.or.jp/ir/174.pdf,registered_historical,"ISO/IEC 10646:1993, UCS-2, Level 2",1,implemented
ENC-1071,"ISO/IEC 10646:1993, UCS-2, Level 3",ISO-IR-176,iso_ir_coding_system,high,no,,yes,iso_ir,iso_ir:ISO-IR-176,https://itscj.ipsj.or.jp/ir/176.pdf,registered_historical,"ISO/IEC 10646:1993, UCS-2, Level 3",1,implemented
ENC-1072,"ISO/IEC 10646:1993, UCS-4, Level 1",ISO-IR-163,iso_ir_coding_system,high,no,,yes,iso_ir,iso_ir:ISO-IR-163,https://itscj.ipsj.or.jp/ir/163.pdf,registered_historical,"ISO/IEC 10646:1993, UCS-4, Level 1",1,implemented
ENC-1073,"ISO/IEC 10646:1993, UCS-4, Level 2",ISO-IR-175,iso_ir_coding_system,high,no,,yes,iso_ir,iso_ir:ISO-IR-175,https://itscj.ipsj.or.jp/ir/175.pdf,registered_historical,"ISO/IEC 10646:1993, UCS-4, Level 2",1,implemented
ENC-1074,"ISO/IEC 10646:1993, UCS-4, Level 3",ISO-IR-177,iso_ir_coding_system,high,no,,yes,iso_ir,iso_ir:ISO-IR-177,https://itscj.ipsj.or.jp/ir/177.pdf,registered_historical,"ISO/IEC 10646:1993, UCS-4, Level 3",1,implemented
ENC-1075,ISO/IEC 2022,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 493590,https://en.wikipedia.org/wiki/ISO/IEC_2022,,,1,research_candidate
ENC-1076,ISO/IEC 646,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 193891,https://en.wikipedia.org/wiki/ISO/IEC_646,,,1,research_candidate
ENC-1077,ISO/IEC 8859,,historical_information_system_encoding | wikipedia_character_set_page,medium,no,,no,wikipedia_historical | wikipedia,wikipedia_historical:ISO/IEC 8859 | wikipedia:pageid 15020,https://en.wikipedia.org/wiki/List_of_information_system_character_sets | https://en.wikipedia.org/wiki/ISO/IEC_8859,historical_inventory,Introduced 1987; width 8 bits; International codes,2,encoding_family
ENC-1078,ISO/IEC 8859-12,,wikidata_extendedascii | wikipedia_character_set_page,medium,no,,no,wikidata | wikipedia,wikidata:Q606464 | wikipedia:pageid 428014,https://www.wikidata.org/wiki/Q606464 | https://en.wikipedia.org/wiki/ISO/IEC_8859-12,,abandoned proposal for part of international standard,2,withdrawn_unassigned_part
ENC-1079,iso2022-jp-ext,iso-2022-jp-ext | iso2022jp-ext,python_codec,medium,no,,yes,python,python:iso2022_jp_ext,https://docs.python.org/3/library/codecs.html#standard-encodings,,,1,implemented
ENC-1080,ISO_10367-box,csISO10367Box | iso-ir-155 | ISO_10367BOX,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 96 | glibc:ISO_10367-BOX | rfc1345:ISO_10367-box,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",3,implemented
ENC-1081,"ISO_2022,locale=ja,version=3",JIS7,icu_converter,high,no,,yes,icu,"icu:ISO_2022,locale=ja,version=3",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-1082,"ISO_2022,locale=ja,version=4",JIS8,icu_converter,high,no,,yes,icu,"icu:ISO_2022,locale=ja,version=4",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-1083,"ISO_2022,locale=ko,version=1",ibm-25546,icu_converter,high,no,,yes,icu,"icu:ISO_2022,locale=ko,version=1",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-1084,"ISO_2022,locale=zh,version=2",ISO-2022-CN-CNS | x-ISO-2022-CN-CNS,icu_converter,high,no,,no,icu,"icu:ISO_2022,locale=zh,version=2",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,codec_gap
ENC-1085,ISO_2033,CSISO2033 | E13B | ISO 2033 | ISO-IR-98 | ISO_2033-1983,glibc_gconv_codec | wikipedia_character_set_page,high,no,,yes,glibc | wikipedia,glibc:ISO_2033 | wikipedia:pageid 54345183,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://en.wikipedia.org/wiki/ISO_2033,glibc_current_source,,2,implemented
ENC-1086,ISO_2033-1983,csISO2033 | e13b | iso-ir-98,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 73 | rfc1345:ISO_2033-1983,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-1087,ISO_5427,csISO5427Cyrillic | ISO 5427 | iso-ir-37 | KOI-7,glibc_gconv_codec | iana_registered_charset | rfc1345_charset | wikipedia_character_set_page,high,no,,yes,iana | glibc | rfc1345 | wikipedia,iana:MIBenum 48 | glibc:ISO_5427 | rfc1345:ISO_5427 | wikipedia:pageid 57100801,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html | https://en.wikipedia.org/wiki/ISO_5427,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",4,implemented
ENC-1088,ISO_5427-EXT,CSISO5427CYRILLIC1981 | ISO-IR-54 | ISO_5427:1981 | ISO_5427EXT,glibc_gconv_codec,high,no,,yes,glibc,glibc:ISO_5427-EXT,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-1089,ISO_5427:1981,csISO54271981 | iso-ir-54 | ISO5427Cyrillic1981,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 54 | rfc1345:ISO_5427:1981,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-1090,ISO_5428,CSISO5428GREEK | ISO 5428 | ISO-IR-55 | ISO_5428:1980,glibc_gconv_codec | wikidata_characterencoding | wikipedia_character_set_page,high,no,,yes,glibc | wikidata | wikipedia,glibc:ISO_5428 | wikidata:Q19572241 | wikipedia:pageid 44418500,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.wikidata.org/wiki/Q19572241 | https://en.wikipedia.org/wiki/ISO_5428,glibc_current_source,ISO standard,3,implemented
ENC-1091,ISO_5428:1980,csISO5428Greek | iso-ir-55,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 55 | rfc1345:ISO_5428:1980,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-1092,ISO_646.basic:1983,csISO646basic1983 | ref,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 28 | rfc1345:ISO_646.basic:1983,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-1093,ISO_646.irv:1983,csISO2IntlRefVersion | irv | iso-ir-2,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 30 | rfc1345:ISO_646.irv:1983,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-1094,ISO_6937,ISO-IR-156 | ISO6937 | ISO_6937:1992 | ITU T.51 | T.51/ISO/IEC 6937,glibc_gconv_codec | wikipedia_character_set_page,high,no,,yes,glibc | wikipedia,glibc:ISO_6937 | wikipedia:pageid 2756880 | wikipedia:pageid 50893710,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://en.wikipedia.org/wiki/T.51/ISO/IEC_6937 | https://en.wikipedia.org/wiki/ITU_T.51,glibc_current_source,,3,implemented
ENC-1095,ISO_6937-2,CSISO90 | ISO-IR-90 | ISO_6937-2:1983 | ISO_69372,glibc_gconv_codec,high,no,,yes,glibc,glibc:ISO_6937-2,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-1096,ISO_6937-2-25,csISO6937Add | iso-ir-152,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 93 | rfc1345:ISO_6937-2-25,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-1097,ISO_6937-2-add,csISOTextComm | iso-ir-142,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 14 | rfc1345:ISO_6937-2-add,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] and ISO 6937-2:1983 Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-1098,ISO_8859-supp,csISO8859Supp | iso-ir-154 | latin1-2-5,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 95 | rfc1345:ISO_8859-supp,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-1099,IT,csISO15Italian | iso-ir-15 | ISO646-IT | ITALIAN,glibc_gconv_codec | iana_registered_charset | national_replacement_set | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345 | kermit,iana:MIBenum 22 | glibc:IT | rfc1345:IT | kermit:ITALIAN,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html | https://www.kermitproject.org/k95charsets.html,glibc_current_source | historical_registry | legacy_implementation,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan. | ISO 646 Italian Version",4,implemented
ENC-1100,ITA1,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 35393511,https://en.wikipedia.org/wiki/ITA1,,,1,implemented
ENC-1101,ITA2,CCIT 2 | CCITT 2 | CCITT No. 2 | International Telegraph Alphabet No. 2,historical_information_system_encoding | telegraph_code | wikipedia_character_set_page,high,no,,yes,wikipedia_historical | wikipedia | supplement,wikipedia_historical:ITA2 | wikipedia:pageid 53847806 | wikipedia:pageid 584483 | supplement:ITA2,https://en.wikipedia.org/wiki/List_of_information_system_character_sets | https://en.wikipedia.org/wiki/CCIT_2 | https://en.wikipedia.org/wiki/ITA2 | https://www.itu.int/rec/T-REC-S.1/en,historical_inventory | official_specification,"Introduced 1924[1]; width 5 bits; Teletypewrite, Telecommunications devices for the deaf (TDD), Telex, Amateur radio, Radioteletype (RTTY), Financial info by Deutsche Börse,[2] Enigma machine and T52 during WWII | Five-unit international telegraph alphabet defined by ITU-T S.1.",4,implemented
ENC-1102,ITA2-S2,case-preserving ITA2 | ITU-T S.2,telegraph_coding_scheme,high,no,,yes,supplement,supplement:ITA2-S2,https://www.itu.int/rec/T-REC-S.2/en,official_specification,Two-mode ITA2 extension preserving capital and small letters.,1,implemented
ENC-1103,ITA3,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 53554955,https://en.wikipedia.org/wiki/ITA3,,,1,implemented
ENC-1104,ITU T.61,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 1009605,https://en.wikipedia.org/wiki/ITU_T.61,,,1,research_candidate
ENC-1105,Japanese Additional Handprinted Graphic Character Set for OCR JIS C6229- 1984,ISO-IR-95,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-95,https://itscj.ipsj.or.jp/ir/095.pdf,registered_historical,Japanese Additional Handprinted Graphic Character Set for OCR JIS C6229- 1984,1,implemented
