catalog_id,name,aliases,kinds,confidence,gnu_libiconv_1_19,gnu_canonical,iconvex,sources,source_ids,source_urls,statuses,descriptions,record_count,implementation_disposition
ENC-0953,IBM9066,CCSID9066 | CP9066 | CSIBM9066 | IBM-9066,glibc_gconv_codec | ibm_ccsid,high,no,,yes,glibc | ibm_i,glibc:IBM9066 | ibm_i:CCSID 9066,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.ibm.com/docs/en/i/7.4.0?topic=information-ccsid-values-defined-i,glibc_current_source,Thai PC Data Extended SBCS,2,implemented
ENC-0954,IBM918,918 | CCSID918 | CP918 | csIBM918 | ebcdic-cp-ar2 | ibm-918 | OSF10020396,glibc_gconv_codec | iana_registered_charset | ibm_ccsid | openjdk_charset | rfc1345_charset,high,no,,yes,iana | glibc | openjdk | ibm_i | rfc1345,iana:MIBenum 2062 | glibc:IBM918 | openjdk:IBM918 | ibm_i:CCSID 918 | rfc1345:IBM918,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://raw.githubusercontent.com/openjdk/jdk/master/make/data/charsetmapping/charsets | https://www.ibm.com/docs/en/i/7.4.0?topic=information-ccsid-values-defined-i | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry | openjdk_current_source,"IBM NLS RM Vol2 SE09-8002-01, March 1990 | Urdu EBCDIC",5,implemented
ENC-0955,IBM930,CCSID930 | CP930 | CSIBM930 | IBM-930,glibc_gconv_codec | ibm_ccsid,high,no,,yes,glibc | ibm_i,glibc:IBM930 | ibm_i:CCSID 930,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.ibm.com/docs/en/i/7.4.0?topic=information-ccsid-values-defined-i,glibc_current_source,Japan Katakana (extended range) 4370 UDC (User Defined Characters),2,implemented
ENC-0956,IBM933,CCSID933 | CP933 | CSIBM933 | IBM-933,glibc_gconv_codec | ibm_ccsid,high,no,,yes,glibc | ibm_i,glibc:IBM933 | ibm_i:CCSID 933,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.ibm.com/docs/en/i/7.4.0?topic=information-ccsid-values-defined-i,glibc_current_source,"Korea (extended range), 1880 UDC",2,implemented
ENC-0957,IBM935,CCSID935 | CP935 | CSIBM935 | IBM-935,glibc_gconv_codec | ibm_ccsid,high,no,,yes,glibc | ibm_i,glibc:IBM935 | ibm_i:CCSID 935,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.ibm.com/docs/en/i/7.4.0?topic=information-ccsid-values-defined-i,glibc_current_source,Simplified Chinese (extended range),2,implemented
ENC-0958,IBM937,CCSID937 | CP937 | CSIBM937 | IBM-937,glibc_gconv_codec | ibm_ccsid,high,no,,yes,glibc | ibm_i,glibc:IBM937 | ibm_i:CCSID 937,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.ibm.com/docs/en/i/7.4.0?topic=information-ccsid-values-defined-i,glibc_current_source,Traditional Chinese (extended range),2,implemented
ENC-0959,IBM939,CCSID939 | CP939 | CSIBM939 | IBM-939,glibc_gconv_codec | ibm_ccsid,high,no,,yes,glibc | ibm_i,glibc:IBM939 | ibm_i:CCSID 939,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.ibm.com/docs/en/i/7.4.0?topic=information-ccsid-values-defined-i,glibc_current_source,Japan English (extended range) 4370 UDC,2,implemented
ENC-0960,IBM9448,CP9448 | CSIBM9448 | IBM-9448,glibc_gconv_codec,high,no,,yes,glibc,glibc:IBM9448,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-0961,IBMEL card character set,IBMEL,historical_punched_card_encoding,medium,no,,no,punched_cards,punched_cards:IBMEL card character set,https://homepage.cs.uiowa.edu/~jones/cards/codes.html,historical_inventory,,1,codec_gap
ENC-0962,IBMGRAPH,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MISC/IBMGRAPH,https://www.unicode.org/Public/MAPPINGS/VENDORS/MISC/IBMGRAPH.TXT,mapping_archive,,1,implemented
ENC-0963,ICELAND,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/ICELAND,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/MAC/ICELAND.TXT,mapping_archive,,1,implemented
ENC-0964,Ideographic Research Group,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 1581861,https://en.wikipedia.org/wiki/Ideographic_Research_Group,,,1,research_candidate
ENC-0965,IEC_P27-1,csISO143IECP271 | IEC-P27-1 | IEC_P271 | iso-ir-143,glibc_gconv_codec | iana_registered_charset | rfc1345_charset | wikipedia_character_set_page,high,no,,yes,iana | glibc | rfc1345 | wikipedia,iana:MIBenum 88 | glibc:IEC_P27-1 | rfc1345:IEC_P27-1 | wikipedia:pageid 54548872,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html | https://en.wikipedia.org/wiki/IEC-P27-1,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",4,implemented
ENC-0966,IMAP-mailbox-name,,icu_converter,high,no,,yes,icu,icu:IMAP-mailbox-name,https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0967,Indian Script Code for Information Interchange,ISCII | ISCII-91,legacy_indic_encoding | wikidata_characterencoding | wikipedia_character_set_page,medium,no,,yes,wikidata | wikipedia | supplement,wikidata:Q1661279 | wikipedia:pageid 533706 | supplement:Indian Script Code for Information Interchange,https://www.wikidata.org/wiki/Q1661279 | https://en.wikipedia.org/wiki/Indian_Script_Code_for_Information_Interchange,historical_standard,coding scheme for Indian writing systems | Indian national 8-bit/extension encoding family.,3,implemented
ENC-0968,INIS,csISO49INIS | iso-ir-49,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 51 | glibc:INIS | rfc1345:INIS,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",3,implemented
ENC-0969,INIS character set,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 54551850,https://en.wikipedia.org/wiki/INIS_character_set,,,1,implemented
ENC-0970,"INIS, Cyrillic Extension of Reg. 49",ISO-IR-51,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-51,https://itscj.ipsj.or.jp/ir/051.pdf,registered_historical,"INIS, Cyrillic Extension of Reg. 49",1,implemented
ENC-0971,"INIS, Non-standard Extension of Reg. 49",ISO-IR-50,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-50,https://itscj.ipsj.or.jp/ir/050.pdf,registered_historical,"INIS, Non-standard Extension of Reg. 49",1,implemented
ENC-0972,"INIS, Sub-set of the IRV",ISO-IR-49,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-49,https://itscj.ipsj.or.jp/ir/049.pdf,registered_historical,"INIS, Sub-set of the IRV",1,implemented
ENC-0973,INIS-8,csISO50INIS8 | INIS8 | iso-ir-50,glibc_gconv_codec | iana_registered_charset | rfc1345_charset | wikipedia_character_set_page,high,no,,yes,iana | glibc | rfc1345 | wikipedia,iana:MIBenum 52 | glibc:INIS-8 | rfc1345:INIS-8 | wikipedia:pageid 54552145,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html | https://en.wikipedia.org/wiki/INIS-8,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",4,implemented
ENC-0974,INIS-cyrillic,csISO51INISCyrillic | INISCYRILLIC | iso-ir-51,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 53 | glibc:INIS-CYRILLIC | rfc1345:INIS-cyrillic,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",3,implemented
ENC-0975,International Alphabet No. 5,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 32184698,https://en.wikipedia.org/wiki/International_Alphabet_No._5,,,1,implemented
ENC-0976,International maritime signal flags,International Code of Signals flags,visual_character_code,medium,no,,no,supplement,supplement:International maritime signal flags,https://en.wikipedia.org/wiki/International_maritime_signal_flags,historical_adjacent,Flag patterns used to encode letters and signals.,1,visual_signaling_system
ENC-0977,International Reference Alphabet,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 32184690,https://en.wikipedia.org/wiki/International_Reference_Alphabet,,,1,research_candidate
ENC-0978,International Telegraph Alphabet No. 1,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 22661027,https://en.wikipedia.org/wiki/International_Telegraph_Alphabet_No._1,,,1,implemented
ENC-0979,International Telegraph Alphabet No. 2,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 35392385,https://en.wikipedia.org/wiki/International_Telegraph_Alphabet_No._2,,,1,implemented
ENC-0980,International Telegraph Alphabet No. 3,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 53554842,https://en.wikipedia.org/wiki/International_Telegraph_Alphabet_No._3,,,1,implemented
ENC-0981,INVARIANT,csINVARIANT,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 29 | rfc1345:INVARIANT,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,,2,implemented
ENC-0982,Invariant characters (82) of ISO/IEC 646,ISO-IR-170,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-170,https://itscj.ipsj.or.jp/ir/170.pdf,registered_historical,Invariant characters (82) of ISO/IEC 646,1,implemented
ENC-0983,IRA (character encoding),IRA,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 50806582,https://en.wikipedia.org/wiki/IRA_%28character_encoding%29,,,1,implemented
ENC-0984,Iran System encoding,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 5209052,https://en.wikipedia.org/wiki/Iran_System_encoding,,,1,research_candidate
ENC-0985,Iran System encoding standard,,wikidata_characterencoding,medium,no,,no,wikidata,wikidata:Q15179067,https://www.wikidata.org/wiki/Q15179067,,Programming character encoding,1,codec_gap
ENC-0986,IRV of ISO 646 : 1983,ISO-IR-2,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-2,https://itscj.ipsj.or.jp/ir/002.pdf,registered_historical,IRV of ISO 646 : 1983,1,implemented
ENC-0987,"ISCII,version=0",ibm-4902 | iscii-dev | windows-57002 | x-iscii-de | x-ISCII91,icu_converter,high,no,,yes,icu,"icu:ISCII,version=0",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0988,"ISCII,version=1",iscii-bng | windows-57003 | windows-57006 | x-iscii-as | x-iscii-be,icu_converter,high,no,,yes,icu,"icu:ISCII,version=1",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0989,"ISCII,version=2",iscii-gur | windows-57011 | x-iscii-pa,icu_converter,high,no,,yes,icu,"icu:ISCII,version=2",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0990,"ISCII,version=3",iscii-guj | windows-57010 | x-iscii-gu,icu_converter,high,no,,yes,icu,"icu:ISCII,version=3",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0991,"ISCII,version=4",iscii-ori | windows-57007 | x-iscii-or,icu_converter,high,no,,yes,icu,"icu:ISCII,version=4",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0992,"ISCII,version=5",iscii-tml | windows-57004 | x-iscii-ta,icu_converter,high,no,,yes,icu,"icu:ISCII,version=5",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0993,"ISCII,version=6",iscii-tlg | windows-57005 | x-iscii-te,icu_converter,high,no,,yes,icu,"icu:ISCII,version=6",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0994,"ISCII,version=7",iscii-knd | windows-57008 | x-iscii-ka,icu_converter,high,no,,yes,icu,"icu:ISCII,version=7",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0995,"ISCII,version=8",iscii-mlm | windows-57009 | x-iscii-ma,icu_converter,high,no,,yes,icu,"icu:ISCII,version=8",https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0996,ISIRI-3342,ISIRI3342,glibc_gconv_codec,high,no,,yes,glibc,glibc:ISIRI-3342,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-0997,ISO 10585,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 17136645,https://en.wikipedia.org/wiki/ISO_10585,,,1,research_candidate
ENC-0998,ISO 5426,,wikipedia_character_set_page,candidate,no,,yes,wikipedia,wikipedia:pageid 54385770,https://en.wikipedia.org/wiki/ISO_5426,,,1,implemented
ENC-0999,ISO 6438,,wikidata_characterencoding | wikipedia_character_set_page,medium,no,,yes,wikidata | wikipedia,wikidata:Q1015387 | wikipedia:pageid 8604469,https://www.wikidata.org/wiki/Q1015387 | https://en.wikipedia.org/wiki/ISO_6438,,ISO standard,2,implemented
ENC-1000,ISO 646,,historical_information_system_encoding,medium,no,,no,wikipedia_historical,wikipedia_historical:ISO 646,https://en.wikipedia.org/wiki/List_of_information_system_character_sets,historical_inventory,Introduced 1967 (ISO/R646-1967)[3]; width 7 bits; ASCII localization,1,encoding_family
ENC-1001,"ISO 646, British Version BSI 4730",ISO-IR-4,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-4,https://itscj.ipsj.or.jp/ir/004.pdf,registered_historical,"ISO 646, British Version BSI 4730",1,implemented
ENC-1002,"ISO 646, French Version NF Z 62010-1982",ISO-IR-69,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-69,https://itscj.ipsj.or.jp/ir/069.pdf,registered_historical,"ISO 646, French Version NF Z 62010-1982",1,implemented
ENC-1003,"ISO 646, French Version, NF Z 62010-1973 (Withdrawn in April 1985)",ISO-IR-25,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-25,https://itscj.ipsj.or.jp/ir/025.pdf,registered_historical,"ISO 646, French Version, NF Z 62010-1973 (Withdrawn in April 1985)",1,implemented
ENC-1004,"ISO 646, German Version DIN 66083",ISO-IR-21,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-21,https://itscj.ipsj.or.jp/ir/021.pdf,registered_historical,"ISO 646, German Version DIN 66083",1,implemented
ENC-1005,"ISO 646, Hungarian Version Hungarian standard 7795/3",ISO-IR-86,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-86,https://itscj.ipsj.or.jp/ir/086.pdf,registered_historical,"ISO 646, Hungarian Version Hungarian standard 7795/3",1,implemented
ENC-1006,"ISO 646, Norwegian Version NS 4551",ISO-IR-60,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-60,https://itscj.ipsj.or.jp/ir/060.pdf,registered_historical,"ISO 646, Norwegian Version NS 4551",1,implemented
ENC-1007,"ISO 646, Swedish Version for Names, (SEN 850200 Ann. C)",ISO-IR-11,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-11,https://itscj.ipsj.or.jp/ir/011.pdf,registered_historical,"ISO 646, Swedish Version for Names, (SEN 850200 Ann. C)",1,implemented
ENC-1008,"ISO 646, Swedish Version SEN 850200 (Ann. B)",ISO-IR-10,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-10,https://itscj.ipsj.or.jp/ir/010.pdf,registered_historical,"ISO 646, Swedish Version SEN 850200 (Ann. B)",1,implemented
ENC-1009,"ISO 646, Version for Italian, ECMA (Olivetti)",ISO-IR-15,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-15,https://itscj.ipsj.or.jp/ir/015.pdf,registered_historical,"ISO 646, Version for Italian, ECMA (Olivetti)",1,implemented
ENC-1010,"ISO 646, Version for Portuguese, ECMA (IBM)",ISO-IR-84,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-84,https://itscj.ipsj.or.jp/ir/084.pdf,registered_historical,"ISO 646, Version for Portuguese, ECMA (IBM)",1,implemented
ENC-1011,"ISO 646, Version for Portuguese, ECMA (Olivetti)",ISO-IR-16,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-16,https://itscj.ipsj.or.jp/ir/016.pdf,registered_historical,"ISO 646, Version for Portuguese, ECMA (Olivetti)",1,implemented
ENC-1012,"ISO 646, Version for Spanish, ECMA (Olivetti)",ISO-IR-17,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-17,https://itscj.ipsj.or.jp/ir/017.pdf,registered_historical,"ISO 646, Version for Spanish, ECMA (Olivetti)",1,implemented
ENC-1013,"ISO 646, Version for the Spanish languages, ECMA (IBM)",ISO-IR-85,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-85,https://itscj.ipsj.or.jp/ir/085.pdf,registered_historical,"ISO 646, Version for the Spanish languages, ECMA (IBM)",1,implemented
ENC-1014,ISO IR-68,ISO-IR-68,wikidata_aplcodepage | wikipedia_character_set_page,medium,no,,yes,wikidata | wikipedia,wikidata:Q30688881 | wikipedia:pageid 54332654,https://www.wikidata.org/wiki/Q30688881 | https://en.wikipedia.org/wiki/ISO-IR-68,,7-bit heavily modified ASCII used to write the APL programming language.,2,implemented
ENC-1015,ISO-10646-J-1,csUnicodeJapanese,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 1004,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"ISO 10646 Japanese, see [RFC1815].",1,implemented
ENC-1016,ISO-10646-UCS-2,csUnicode | UCS-2 | UCS2 | UNICODE,glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | unicode_encoding,high,yes,UCS-2,yes,iana | gnu_libiconv | glibc | kermit,iana:MIBenum 1000 | gnu_libiconv:ucs2 | glibc:UNICODE | kermit:UCS2,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.kermitproject.org/k95charsets.html,fixed_codec | glibc_current_source | legacy_implementation,"the 2-octet Basic Multilingual Plane, aka Unicode this needs to specify network byte order: the standard does not specify (it is a 16-bit integer space) | Unicode (ISO 10646) UCS-2",4,implemented
ENC-1017,ISO-10646-UCS-4,csUCS4 | UCS-4,gnu_fixed_codec | iana_registered_charset,high,yes,UCS-4,yes,iana | gnu_libiconv,iana:MIBenum 1001 | gnu_libiconv:ucs4,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.gnu.org/software/libiconv/,fixed_codec,"the full code space. (same comment about byte order, these are 31-bit numbers.",2,implemented
ENC-1018,ISO-10646-UCS-Basic,csUnicodeASCII,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 1002,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"ASCII subset of Unicode. Basic Latin = collection 1 See ISO 10646, Appendix A",1,implemented
ENC-1019,ISO-10646-Unicode-Latin1,csUnicodeLatin1 | ISO-10646,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 1003,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"ISO Latin-1 subset of Unicode. Basic Latin and Latin-1 Supplement = collections 1 and 2. See ISO 10646, Appendix A. See [RFC1815].",1,implemented
ENC-1020,ISO-10646-UTF-1,csISO10646UTF1,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 27,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"Universal Transfer Format (1), this is the multibyte encoding, that subsets ASCII-7. It does not have byte ordering issues.",1,implemented
ENC-1021,ISO-11548-1,csISO115481 | ISO/TR_11548-1/ | ISO11548-1 | ISO_11548-1 | ISO_TR_11548-1,glibc_gconv_codec | iana_registered_charset,high,no,,yes,iana | glibc,iana:MIBenum 118 | glibc:ISO_11548-1,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,See [https://www.iana.org/assignments/charset-reg/ISO-11548-1] [Samuel_Thibault],2,implemented
ENC-1022,ISO-2022-CN,"csISO2022CN | ISO2022CN | ISO_2022,locale=zh,version=0 | x-ISO-2022-CN-GB",glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | icu_converter | openjdk_charset,high,yes,ISO-2022-CN,yes,iana | gnu_libiconv | glibc | icu | openjdk,"iana:MIBenum 104 | gnu_libiconv:iso2022_cn | glibc:ISO-2022-CN | icu:ISO_2022,locale=zh,version=0 | openjdk:ISO2022_CN",https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt | https://raw.githubusercontent.com/openjdk/jdk/master/make/data/charsetmapping/charsets,fixed_codec | glibc_current_source | openjdk_current_source,[RFC1922],5,implemented
ENC-1023,ISO-2022-CN-EXT,"csISO2022CNEXT | ISO2022CNEXT | ISO_2022,locale=zh,version=1",glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | icu_converter,high,yes,ISO-2022-CN-EXT,yes,iana | gnu_libiconv | glibc | icu,"iana:MIBenum 105 | gnu_libiconv:iso2022_cn_ext | glibc:ISO-2022-CN-EXT | icu:ISO_2022,locale=zh,version=1",https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,fixed_codec | glibc_current_source,[RFC1922],4,implemented
ENC-1024,ISO-2022-JP,"CP50220 | CP50221 | CP50222 | csISO2022JP | csjisencoding | iso2022-jp | ISO2022JP | ISO_2022,locale=ja,version=0 | jis | jis_encoding | windows-50220 | windows-50221 | windows-50222 | x-windows-50220 | x-windows-iso2022jp",glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | icu_converter | microsoft_code_page | multibyte_encoding | openjdk_charset | python_codec | web_encoding | wikidata_variablewidthcharacterencoding,high,yes,ISO-2022-JP,yes,iana | whatwg | gnu_libiconv | glibc | icu | openjdk | microsoft | python | kermit | wikidata,"iana:MIBenum 39 | whatwg:Legacy multi-byte Japanese encodings | gnu_libiconv:iso2022_jp | glibc:ISO-2022-JP | icu:ISO_2022,locale=ja,version=0 | openjdk:ISO2022_JP | microsoft:CP 50220 | microsoft:CP 50221 | microsoft:CP 50222 | python:iso2022_jp | kermit:ISO2022JP | wikidata:Q9296313",https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://encoding.spec.whatwg.org/ | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt | https://raw.githubusercontent.com/openjdk/jdk/master/make/data/charsetmapping/charsets | https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers | https://docs.python.org/3/library/codecs.html#standard-encodings | https://www.kermitproject.org/k95charsets.html | https://www.wikidata.org/wiki/Q9296313,fixed_codec | glibc_current_source | legacy_implementation | openjdk_current_source,[RFC1468] (see also [RFC2237]) | ISO 2022 Japanese with no halfwidth Katakana; Japanese (JIS) | ISO 2022 Japanese with halfwidth Katakana; Japanese (JIS-Allow 1 byte Kana) | ISO 2022 Japanese JIS X 0201-1989; Japanese (JIS-Allow 1 byte Kana - SO/SI) | (Equivalent to JIS7 ) | Japanese character code for character encoding,12,implemented
ENC-1025,ISO-2022-JP-1,"csJISEncoding | ibm-5054 | iso2022-jp-1 | iso2022jp-1 | ISO_2022,locale=ja,version=1 | JIS | JIS_Encoding | x-windows-50221",gnu_fixed_codec | icu_converter | python_codec,high,yes,ISO-2022-JP-1,yes,gnu_libiconv | icu | python,"gnu_libiconv:iso2022_jp1 | icu:ISO_2022,locale=ja,version=1 | python:iso2022_jp_1",https://www.gnu.org/software/libiconv/ | https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt | https://docs.python.org/3/library/codecs.html#standard-encodings,fixed_codec,,3,implemented
ENC-1026,ISO-2022-JP-2,"csISO2022JP2 | iso2022-jp-2 | iso2022jp-2 | ISO2022JP2 | ISO_2022,locale=ja,version=2",glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | icu_converter | openjdk_charset | python_codec,high,yes,ISO-2022-JP-2,yes,iana | gnu_libiconv | glibc | icu | openjdk | python,"iana:MIBenum 40 | gnu_libiconv:iso2022_jp2 | glibc:ISO-2022-JP-2 | icu:ISO_2022,locale=ja,version=2 | openjdk:ISO2022_JP_2 | python:iso2022_jp_2",https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt | https://raw.githubusercontent.com/openjdk/jdk/master/make/data/charsetmapping/charsets | https://docs.python.org/3/library/codecs.html#standard-encodings,fixed_codec | glibc_current_source | openjdk_current_source,[RFC1554],6,implemented
ENC-1027,ISO-2022-JP-3,ISO-2022-JP-2004 | iso2022-jp-2004 | iso2022-jp-3 | iso2022jp-2004 | iso2022jp-3,glibc_gconv_codec | gnu_fixed_codec | python_codec | wikidata_variablewidthcharacterencoding,high,yes,ISO-2022-JP-3,yes,gnu_libiconv | glibc | python | wikidata,gnu_libiconv:iso2022_jp3 | glibc:ISO-2022-JP-3 | python:iso2022_jp_2004 | python:iso2022_jp_3 | wikidata:Q11224331,https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://docs.python.org/3/library/codecs.html#standard-encodings | https://www.wikidata.org/wiki/Q11224331,fixed_codec | glibc_current_source,Japanese character encoding,5,implemented
